lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,created_at
25504,FY2024Q4,Wine,Greece Wine,Greece Rose Wine,10545,447,2025-06-17T02:36:14Z
25505,FY2025Q1,Wine,Greece Wine,Greece Rose Wine,21174,940,2025-06-17T02:36:14Z
25506,FY2024Q1,Wine,Greece Wine,Greece Sparkling Wine,8576,238,2025-06-17T02:36:14Z
25507,FY2024Q2,Wine,Greece Wine,Greece Sparkling Wine,7415,207,2025-06-17T02:36:14Z
25508,FY2024Q3,Wine,Greece Wine,Greece Sparkling Wine,6107,166,2025-06-17T02:36:14Z
25509,FY2024Q4,Wine,Greece Wine,Greece Sparkling Wine,6335,180,2025-06-17T02:36:14Z
25510,FY2025Q1,Wine,Greece Wine,Greece Sparkling Wine,3644,130,2025-06-17T02:36:14Z
25511,FY2024Q1,Wine,Greece Wine,Greece White Wine,138770,6458,2025-06-17T02:36:14Z
25512,FY2024Q2,Wine,Greece Wine,Greece White Wine,114711,6371,2025-06-17T02:36:14Z
25513,FY2024Q3,Wine,Greece Wine,Greece White Wine,79001,3796,2025-06-17T02:36:14Z
25514,FY2024Q4,Wine,Greece Wine,Greece White Wine,99810,4605,2025-06-17T02:36:14Z
25515,FY2025Q1,Wine,Greece Wine,Greece White Wine,171754,6992,2025-06-17T02:36:14Z
25516,FY2024Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,25002,382,2025-06-17T02:36:14Z
25517,FY2024Q2,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,16064,273,2025-06-17T02:36:14Z
25518,FY2024Q3,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,34344,555,2025-06-17T02:36:14Z
25519,FY2024Q4,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,22444,420,2025-06-17T02:36:14Z
25520,FY2025Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,18354,326,2025-06-17T02:36:14Z
25521,FY2024Q1,Wine,Hungary Wine,Hungary Red Wine,25766,1980,2025-06-17T02:36:14Z
25522,FY2024Q2,Wine,Hungary Wine,Hungary Red Wine,17183,1030,2025-06-17T02:36:14Z
25523,FY2024Q3,Wine,Hungary Wine,Hungary Red Wine,36097,2444,2025-06-17T02:36:14Z
25524,FY2024Q4,Wine,Hungary Wine,Hungary Red Wine,17227,1071,2025-06-17T02:36:14Z
25525,FY2025Q1,Wine,Hungary Wine,Hungary Red Wine,14170,909,2025-06-17T02:36:14Z
25526,FY2024Q1,Wine,Hungary Wine,Hungary Rose Wine,0,0,2025-06-17T02:36:14Z
25527,FY2024Q2,Wine,Hungary Wine,Hungary Rose Wine,900,27,2025-06-17T02:36:14Z
25528,FY2024Q3,Wine,Hungary Wine,Hungary Rose Wine,900,27,2025-06-17T02:36:14Z
25529,FY2024Q4,Wine,Hungary Wine,Hungary Rose Wine,2293,72,2025-06-17T02:36:14Z
25530,FY2025Q1,Wine,Hungary Wine,Hungary Rose Wine,300,9,2025-06-17T02:36:14Z
25531,FY2024Q1,Wine,Hungary Wine,Hungary Sparkling Wine,137592,8522,2025-06-17T02:36:14Z
25532,FY2024Q2,Wine,Hungary Wine,Hungary Sparkling Wine,188912,11780,2025-06-17T02:36:14Z
25533,FY2024Q3,Wine,Hungary Wine,Hungary Sparkling Wine,148897,9702,2025-06-17T02:36:14Z
25534,FY2024Q4,Wine,Hungary Wine,Hungary Sparkling Wine,65846,3928,2025-06-17T02:36:14Z
25535,FY2025Q1,Wine,Hungary Wine,Hungary Sparkling Wine,89877,5091,2025-06-17T02:36:14Z
25536,FY2024Q1,Wine,Hungary Wine,Hungary White Wine,86623,5901,2025-06-17T02:36:14Z
25537,FY2024Q2,Wine,Hungary Wine,Hungary White Wine,126272,9026,2025-06-17T02:36:14Z
25538,FY2024Q3,Wine,Hungary Wine,Hungary White Wine,101404,6853,2025-06-17T02:36:14Z
25539,FY2024Q4,Wine,Hungary Wine,Hungary White Wine,113599,8490,2025-06-17T02:36:14Z
25540,FY2025Q1,Wine,Hungary Wine,Hungary White Wine,58399,3653,2025-06-17T02:36:14Z
25541,FY2024Q1,Wine,Israel Wine,Israel Red Wine,18120,683,2025-06-17T02:36:14Z
25542,FY2024Q2,Wine,Israel Wine,Israel Red Wine,42671,1557,2025-06-17T02:36:14Z
25543,FY2024Q3,Wine,Israel Wine,Israel Red Wine,32488,1188,2025-06-17T02:36:14Z
25544,FY2024Q4,Wine,Israel Wine,Israel Red Wine,26537,970,2025-06-17T02:36:14Z
25545,FY2025Q1,Wine,Israel Wine,Israel Red Wine,37032,1332,2025-06-17T02:36:14Z
25546,FY2024Q1,Wine,Israel Wine,Israel Rose Wine,4108,153,2025-06-17T02:36:14Z
25547,FY2024Q2,Wine,Israel Wine,Israel Rose Wine,6797,252,2025-06-17T02:36:14Z
25548,FY2024Q3,Wine,Israel Wine,Israel Rose Wine,2670,99,2025-06-17T02:36:14Z
25549,FY2024Q4,Wine,Israel Wine,Israel Rose Wine,2428,90,2025-06-17T02:36:14Z
25550,FY2025Q1,Wine,Israel Wine,Israel Rose Wine,6318,234,2025-06-17T02:36:14Z
25551,FY2024Q1,Wine,Israel Wine,Israel White Wine,10686,432,2025-06-17T02:36:14Z
25552,FY2024Q2,Wine,Israel Wine,Israel White Wine,15393,531,2025-06-17T02:36:14Z
25553,FY2024Q3,Wine,Israel Wine,Israel White Wine,7755,297,2025-06-17T02:36:14Z
25554,FY2024Q4,Wine,Israel Wine,Israel White Wine,8359,306,2025-06-17T02:36:14Z
25555,FY2025Q1,Wine,Israel Wine,Israel White Wine,10757,387,2025-06-17T02:36:14Z
25556,FY2024Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,13327,118,2025-06-17T02:36:14Z
25557,FY2024Q2,Wine,Italy Wine,Italy Fruit and Dessert Wine,6261,67,2025-06-17T02:36:14Z
25558,FY2024Q3,Wine,Italy Wine,Italy Fruit and Dessert Wine,9703,100,2025-06-17T02:36:14Z
25559,FY2024Q4,Wine,Italy Wine,Italy Fruit and Dessert Wine,11209,102,2025-06-17T02:36:14Z
25560,FY2025Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,12611,118,2025-06-17T02:36:14Z
25561,FY2024Q1,Wine,Italy Wine,Italy Red Wine,10928919,478192,2025-06-17T02:36:14Z
25562,FY2024Q2,Wine,Italy Wine,Italy Red Wine,10630455,460464,2025-06-17T02:36:14Z
25563,FY2024Q3,Wine,Italy Wine,Italy Red Wine,17558355,698848,2025-06-17T02:36:14Z
25564,FY2024Q4,Wine,Italy Wine,Italy Red Wine,11955774,506006,2025-06-17T02:36:14Z
25565,FY2025Q1,Wine,Italy Wine,Italy Red Wine,11191726,475990,2025-06-17T02:36:14Z
25566,FY2024Q1,Wine,Italy Wine,Italy Rose Wine,459545,22592,2025-06-17T02:36:14Z
25567,FY2024Q2,Wine,Italy Wine,Italy Rose Wine,488863,24016,2025-06-17T02:36:14Z
25568,FY2024Q3,Wine,Italy Wine,Italy Rose Wine,193900,9292,2025-06-17T02:36:14Z
25569,FY2024Q4,Wine,Italy Wine,Italy Rose Wine,238502,11054,2025-06-17T02:36:14Z
25570,FY2025Q1,Wine,Italy Wine,Italy Rose Wine,440735,20661,2025-06-17T02:36:14Z
25571,FY2024Q1,Wine,Italy Wine,Italy Sparkling Wine,2429267,122791,2025-06-17T02:36:14Z
25572,FY2024Q2,Wine,Italy Wine,Italy Sparkling Wine,2387385,120411,2025-06-17T02:36:14Z
25573,FY2024Q3,Wine,Italy Wine,Italy Sparkling Wine,2888118,138213,2025-06-17T02:36:14Z
25574,FY2024Q4,Wine,Italy Wine,Italy Sparkling Wine,1787555,88379,2025-06-17T02:36:14Z
25575,FY2025Q1,Wine,Italy Wine,Italy Sparkling Wine,2318491,119526,2025-06-17T02:36:14Z
25576,FY2024Q1,Wine,Italy Wine,Italy White Wine,6381319,392309,2025-06-17T02:36:14Z
25577,FY2024Q2,Wine,Italy Wine,Italy White Wine,6162314,369527,2025-06-17T02:36:14Z
25578,FY2024Q3,Wine,Italy Wine,Italy White Wine,6573241,404019,2025-06-17T02:36:14Z
25579,FY2024Q4,Wine,Italy Wine,Italy White Wine,5341632,322672,2025-06-17T02:36:14Z
25580,FY2025Q1,Wine,Italy Wine,Italy White Wine,6193690,378176,2025-06-17T02:36:14Z
25581,FY2024Q1,Wine,Italy Wine,Prosecco Wine,7562482,358583,2025-06-17T02:36:14Z
25582,FY2024Q2,Wine,Italy Wine,Prosecco Wine,7516522,350004,2025-06-17T02:36:14Z
25583,FY2024Q3,Wine,Italy Wine,Prosecco Wine,11704200,561667,2025-06-17T02:36:14Z
25584,FY2024Q4,Wine,Italy Wine,Prosecco Wine,4347209,197859,2025-06-17T02:36:14Z
25585,FY2025Q1,Wine,Italy Wine,Prosecco Wine,7031176,327716,2025-06-17T02:36:14Z
25586,FY2024Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
25587,FY2024Q2,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
25588,FY2024Q3,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
25589,FY2024Q4,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
25590,FY2025Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
25591,FY2024Q1,Wine,New Zealand Wine,New Zealand Red Wine,522226,22654,2025-06-17T02:36:14Z
25592,FY2024Q2,Wine,New Zealand Wine,New Zealand Red Wine,508083,21567,2025-06-17T02:36:14Z
25593,FY2024Q3,Wine,New Zealand Wine,New Zealand Red Wine,875999,43252,2025-06-17T02:36:14Z
25594,FY2024Q4,Wine,New Zealand Wine,New Zealand Red Wine,370169,15050,2025-06-17T02:36:14Z
25595,FY2025Q1,Wine,New Zealand Wine,New Zealand Red Wine,495618,22509,2025-06-17T02:36:14Z
25596,FY2024Q1,Wine,New Zealand Wine,New Zealand Rose Wine,469276,23738,2025-06-17T02:36:14Z
25597,FY2024Q2,Wine,New Zealand Wine,New Zealand Rose Wine,471778,24657,2025-06-17T02:36:14Z
25598,FY2024Q3,Wine,New Zealand Wine,New Zealand Rose Wine,228496,11602,2025-06-17T02:36:14Z
25599,FY2024Q4,Wine,New Zealand Wine,New Zealand Rose Wine,191224,9346,2025-06-17T02:36:14Z
25600,FY2025Q1,Wine,New Zealand Wine,New Zealand Rose Wine,395464,20200,2025-06-17T02:36:14Z
25601,FY2024Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,69044,3204,2025-06-17T02:36:14Z
25602,FY2024Q2,Wine,New Zealand Wine,New Zealand Sparkling Wine,75202,3474,2025-06-17T02:36:14Z
25603,FY2024Q3,Wine,New Zealand Wine,New Zealand Sparkling Wine,154273,7638,2025-06-17T02:36:14Z
25604,FY2024Q4,Wine,New Zealand Wine,New Zealand Sparkling Wine,59155,2758,2025-06-17T02:36:14Z
25605,FY2025Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,65685,3122,2025-06-17T02:36:14Z
25606,FY2024Q1,Wine,New Zealand Wine,New Zealand White Wine,13505395,718274,2025-06-17T02:36:14Z
25607,FY2024Q2,Wine,New Zealand Wine,New Zealand White Wine,12607305,662394,2025-06-17T02:36:14Z
25608,FY2024Q3,Wine,New Zealand Wine,New Zealand White Wine,13870196,759997,2025-06-17T02:36:14Z
25609,FY2024Q4,Wine,New Zealand Wine,New Zealand White Wine,8345169,424237,2025-06-17T02:36:14Z
25610,FY2025Q1,Wine,New Zealand Wine,New Zealand White Wine,13724700,741109,2025-06-17T02:36:14Z
25611,FY2024Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,406232,21841,2025-06-17T02:36:14Z
25612,FY2024Q2,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,355128,19403,2025-06-17T02:36:14Z
25613,FY2024Q3,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,441174,23383,2025-06-17T02:36:14Z
25614,FY2024Q4,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,362371,20172,2025-06-17T02:36:14Z
25615,FY2025Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,336479,19308,2025-06-17T02:36:14Z
25616,FY2024Q1,Wine,Other Country Wine,Other Country Red Wine,159432,5437,2025-06-17T02:36:14Z
25617,FY2024Q2,Wine,Other Country Wine,Other Country Red Wine,104571,4180,2025-06-17T02:36:14Z
25618,FY2024Q3,Wine,Other Country Wine,Other Country Red Wine,160136,6851,2025-06-17T02:36:14Z
25619,FY2024Q4,Wine,Other Country Wine,Other Country Red Wine,122488,4919,2025-06-17T02:36:14Z
25620,FY2025Q1,Wine,Other Country Wine,Other Country Red Wine,121584,4750,2025-06-17T02:36:14Z
25621,FY2024Q1,Wine,Other Country Wine,Other Country Rose Wine,23964,1034,2025-06-17T02:36:14Z
25622,FY2024Q2,Wine,Other Country Wine,Other Country Rose Wine,22694,910,2025-06-17T02:36:14Z
25623,FY2024Q3,Wine,Other Country Wine,Other Country Rose Wine,11373,328,2025-06-17T02:36:14Z
25624,FY2024Q4,Wine,Other Country Wine,Other Country Rose Wine,10921,440,2025-06-17T02:36:14Z
25625,FY2025Q1,Wine,Other Country Wine,Other Country Rose Wine,20834,686,2025-06-17T02:36:14Z
25626,FY2024Q1,Wine,Other Country Wine,Other Country Sparkling Wine,14159,485,2025-06-17T02:36:14Z
25627,FY2024Q2,Wine,Other Country Wine,Other Country Sparkling Wine,14378,560,2025-06-17T02:36:14Z
25628,FY2024Q3,Wine,Other Country Wine,Other Country Sparkling Wine,21687,688,2025-06-17T02:36:14Z
25629,FY2024Q4,Wine,Other Country Wine,Other Country Sparkling Wine,12927,376,2025-06-17T02:36:14Z
25630,FY2025Q1,Wine,Other Country Wine,Other Country Sparkling Wine,28438,664,2025-06-17T02:36:14Z
25631,FY2024Q1,Wine,Other Country Wine,Other Country White Wine,69920,2436,2025-06-17T02:36:14Z
25632,FY2024Q2,Wine,Other Country Wine,Other Country White Wine,45937,2315,2025-06-17T02:36:14Z
25633,FY2024Q3,Wine,Other Country Wine,Other Country White Wine,84881,3416,2025-06-17T02:36:14Z
25634,FY2024Q4,Wine,Other Country Wine,Other Country White Wine,57913,1916,2025-06-17T02:36:14Z
25635,FY2025Q1,Wine,Other Country Wine,Other Country White Wine,77055,2818,2025-06-17T02:36:14Z
25636,FY2024Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,62984,4133,2025-06-17T02:36:14Z
25637,FY2024Q2,Wine,Other Style Wine,Aperitif And Flavoured Wine,62753,3624,2025-06-17T02:36:14Z
25638,FY2024Q3,Wine,Other Style Wine,Aperitif And Flavoured Wine,86115,4971,2025-06-17T02:36:14Z
25639,FY2024Q4,Wine,Other Style Wine,Aperitif And Flavoured Wine,73779,3827,2025-06-17T02:36:14Z
25640,FY2025Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,74282,4348,2025-06-17T02:36:14Z
25641,FY2024Q1,Wine,Other Style Wine,Mead,190506,8133,2025-06-17T02:36:14Z
25642,FY2024Q2,Wine,Other Style Wine,Mead,232168,10348,2025-06-17T02:36:14Z
25643,FY2024Q3,Wine,Other Style Wine,Mead,143840,5371,2025-06-17T02:36:14Z
25644,FY2024Q4,Wine,Other Style Wine,Mead,182956,7116,2025-06-17T02:36:14Z
25645,FY2025Q1,Wine,Other Style Wine,Mead,148338,5725,2025-06-17T02:36:14Z
25646,FY2024Q1,Wine,Other Style Wine,Rice Wine,71857,5904,2025-06-17T02:36:14Z
25647,FY2024Q2,Wine,Other Style Wine,Rice Wine,62604,5800,2025-06-17T02:36:14Z
25648,FY2024Q3,Wine,Other Style Wine,Rice Wine,82786,6738,2025-06-17T02:36:14Z
25649,FY2024Q4,Wine,Other Style Wine,Rice Wine,87451,6604,2025-06-17T02:36:14Z
25650,FY2025Q1,Wine,Other Style Wine,Rice Wine,69799,5867,2025-06-17T02:36:14Z
25651,FY2024Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,2674,58,2025-06-17T02:36:14Z
25652,FY2024Q2,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,2442,50,2025-06-17T02:36:14Z
25653,FY2024Q3,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,8361,150,2025-06-17T02:36:14Z
25654,FY2024Q4,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,3117,42,2025-06-17T02:36:14Z
25655,FY2025Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,1295,40,2025-06-17T02:36:14Z
25656,FY2024Q1,Wine,Portugal Wine,Portugal Red Wine,1164841,91698,2025-06-17T02:36:14Z
25657,FY2024Q2,Wine,Portugal Wine,Portugal Red Wine,1129249,89567,2025-06-17T02:36:14Z
25658,FY2024Q3,Wine,Portugal Wine,Portugal Red Wine,1313471,104211,2025-06-17T02:36:14Z
25659,FY2024Q4,Wine,Portugal Wine,Portugal Red Wine,1236324,96188,2025-06-17T02:36:14Z
25660,FY2025Q1,Wine,Portugal Wine,Portugal Red Wine,1257453,95884,2025-06-17T02:36:14Z
25661,FY2024Q1,Wine,Portugal Wine,Portugal Rose Wine,272173,25366,2025-06-17T02:36:14Z
25662,FY2024Q2,Wine,Portugal Wine,Portugal Rose Wine,284590,24408,2025-06-17T02:36:14Z
25663,FY2024Q3,Wine,Portugal Wine,Portugal Rose Wine,212148,18760,2025-06-17T02:36:14Z
25664,FY2024Q4,Wine,Portugal Wine,Portugal Rose Wine,155168,13249,2025-06-17T02:36:14Z
25665,FY2025Q1,Wine,Portugal Wine,Portugal Rose Wine,271702,22112,2025-06-17T02:36:14Z
25666,FY2024Q1,Wine,Portugal Wine,Portugal Sparkling Wine,13818,789,2025-06-17T02:36:14Z
25667,FY2024Q2,Wine,Portugal Wine,Portugal Sparkling Wine,7307,294,2025-06-17T02:36:14Z
25668,FY2024Q3,Wine,Portugal Wine,Portugal Sparkling Wine,5419,207,2025-06-17T02:36:14Z
25669,FY2024Q4,Wine,Portugal Wine,Portugal Sparkling Wine,6038,212,2025-06-17T02:36:14Z
25670,FY2025Q1,Wine,Portugal Wine,Portugal Sparkling Wine,7528,292,2025-06-17T02:36:14Z
25671,FY2024Q1,Wine,Portugal Wine,Portugal White Wine,799821,59206,2025-06-17T02:36:14Z
25672,FY2024Q2,Wine,Portugal Wine,Portugal White Wine,811388,56945,2025-06-17T02:36:14Z
25673,FY2024Q3,Wine,Portugal Wine,Portugal White Wine,464235,31090,2025-06-17T02:36:14Z
25674,FY2024Q4,Wine,Portugal Wine,Portugal White Wine,416190,27683,2025-06-17T02:36:14Z
25675,FY2025Q1,Wine,Portugal Wine,Portugal White Wine,635468,44672,2025-06-17T02:36:14Z
25676,FY2024Q1,Wine,Sake,Japan Sake,2268546,61227,2025-06-17T02:36:14Z
25677,FY2024Q2,Wine,Sake,Japan Sake,2179934,60155,2025-06-17T02:36:14Z
25678,FY2024Q3,Wine,Sake,Japan Sake,2461888,70716,2025-06-17T02:36:14Z
25679,FY2024Q4,Wine,Sake,Japan Sake,2141909,62094,2025-06-17T02:36:14Z
25680,FY2025Q1,Wine,Sake,Japan Sake,1988730,59785,2025-06-17T02:36:14Z
25681,FY2024Q1,Wine,Sake,Other Country Sake,68913,2729,2025-06-17T02:36:14Z
25682,FY2024Q2,Wine,Sake,Other Country Sake,100877,3663,2025-06-17T02:36:14Z
25683,FY2024Q3,Wine,Sake,Other Country Sake,87896,3222,2025-06-17T02:36:14Z
25684,FY2024Q4,Wine,Sake,Other Country Sake,71641,2713,2025-06-17T02:36:14Z
25685,FY2025Q1,Wine,Sake,Other Country Sake,87092,3143,2025-06-17T02:36:14Z
25686,FY2024Q1,Wine,Sake,USA Sake,670768,66596,2025-06-17T02:36:14Z
25687,FY2024Q2,Wine,Sake,USA Sake,597269,58274,2025-06-17T02:36:14Z
25688,FY2024Q3,Wine,Sake,USA Sake,766990,73933,2025-06-17T02:36:14Z
25689,FY2024Q4,Wine,Sake,USA Sake,747507,71950,2025-06-17T02:36:14Z
25690,FY2025Q1,Wine,Sake,USA Sake,681661,65642,2025-06-17T02:36:14Z
25691,FY2024Q1,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,11000,68,2025-06-17T02:36:14Z
25692,FY2024Q2,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,4789,30,2025-06-17T02:36:14Z
25693,FY2024Q3,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,9559,60,2025-06-17T02:36:14Z
25694,FY2024Q4,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
25695,FY2025Q1,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,211,2,2025-06-17T02:36:14Z
25696,FY2024Q1,Wine,South Africa Wine,South Africa Red Wine,839016,58674,2025-06-17T02:36:14Z
25697,FY2024Q2,Wine,South Africa Wine,South Africa Red Wine,829879,57190,2025-06-17T02:36:14Z
25698,FY2024Q3,Wine,South Africa Wine,South Africa Red Wine,981897,66580,2025-06-17T02:36:14Z
25699,FY2024Q4,Wine,South Africa Wine,South Africa Red Wine,805590,56440,2025-06-17T02:36:14Z
25700,FY2025Q1,Wine,South Africa Wine,South Africa Red Wine,808267,56546,2025-06-17T02:36:14Z
25701,FY2024Q1,Wine,South Africa Wine,South Africa Rose Wine,114470,8892,2025-06-17T02:36:14Z
25702,FY2024Q2,Wine,South Africa Wine,South Africa Rose Wine,125753,10216,2025-06-17T02:36:14Z
25703,FY2024Q3,Wine,South Africa Wine,South Africa Rose Wine,53141,4012,2025-06-17T02:36:14Z
25704,FY2024Q4,Wine,South Africa Wine,South Africa Rose Wine,54971,4449,2025-06-17T02:36:14Z
25705,FY2025Q1,Wine,South Africa Wine,South Africa Rose Wine,58283,4309,2025-06-17T02:36:14Z
25706,FY2024Q1,Wine,South Africa Wine,South Africa Sparkling Wine,2527,81,2025-06-17T02:36:14Z
25707,FY2024Q2,Wine,South Africa Wine,South Africa Sparkling Wine,2998,133,2025-06-17T02:36:14Z
25708,FY2024Q3,Wine,South Africa Wine,South Africa Sparkling Wine,3093,93,2025-06-17T02:36:14Z
25709,FY2024Q4,Wine,South Africa Wine,South Africa Sparkling Wine,11972,577,2025-06-17T02:36:14Z
25710,FY2025Q1,Wine,South Africa Wine,South Africa Sparkling Wine,3002,108,2025-06-17T02:36:14Z
25711,FY2024Q1,Wine,South Africa Wine,South Africa White Wine,1145336,89986,2025-06-17T02:36:14Z
25712,FY2024Q2,Wine,South Africa Wine,South Africa White Wine,1158240,89612,2025-06-17T02:36:14Z
25713,FY2024Q3,Wine,South Africa Wine,South Africa White Wine,972630,73606,2025-06-17T02:36:14Z
25714,FY2024Q4,Wine,South Africa Wine,South Africa White Wine,962011,74948,2025-06-17T02:36:14Z
25715,FY2025Q1,Wine,South Africa Wine,South Africa White Wine,944501,69252,2025-06-17T02:36:14Z
25716,FY2024Q1,Wine,Spain Wine,Spain Fruit and Dessert Wine,13176,475,2025-06-17T02:36:14Z
25717,FY2024Q2,Wine,Spain Wine,Spain Fruit and Dessert Wine,14192,417,2025-06-17T02:36:14Z
25718,FY2024Q3,Wine,Spain Wine,Spain Fruit and Dessert Wine,10927,312,2025-06-17T02:36:14Z
25719,FY2024Q4,Wine,Spain Wine,Spain Fruit and Dessert Wine,11863,346,2025-06-17T02:36:14Z
25720,FY2025Q1,Wine,Spain Wine,Spain Fruit and Dessert Wine,12277,363,2025-06-17T02:36:14Z
25721,FY2024Q1,Wine,Spain Wine,Spain Red Wine,3403633,232980,2025-06-17T02:36:14Z
25722,FY2024Q2,Wine,Spain Wine,Spain Red Wine,3197428,201460,2025-06-17T02:36:14Z
25723,FY2024Q3,Wine,Spain Wine,Spain Red Wine,4424975,294351,2025-06-17T02:36:14Z
25724,FY2024Q4,Wine,Spain Wine,Spain Red Wine,3599142,246308,2025-06-17T02:36:14Z
25725,FY2025Q1,Wine,Spain Wine,Spain Red Wine,3174836,215759,2025-06-17T02:36:14Z
25726,FY2024Q1,Wine,Spain Wine,Spain Rose Wine,259645,23270,2025-06-17T02:36:14Z
25727,FY2024Q2,Wine,Spain Wine,Spain Rose Wine,291627,26556,2025-06-17T02:36:14Z
25728,FY2024Q3,Wine,Spain Wine,Spain Rose Wine,134670,12410,2025-06-17T02:36:14Z
25729,FY2024Q4,Wine,Spain Wine,Spain Rose Wine,189823,18032,2025-06-17T02:36:14Z
25730,FY2025Q1,Wine,Spain Wine,Spain Rose Wine,203404,18299,2025-06-17T02:36:14Z
25731,FY2024Q1,Wine,Spain Wine,Spain Sparkling Wine,1318251,70141,2025-06-17T02:36:14Z
25732,FY2024Q2,Wine,Spain Wine,Spain Sparkling Wine,1402612,75357,2025-06-17T02:36:14Z
25733,FY2024Q3,Wine,Spain Wine,Spain Sparkling Wine,2144225,116996,2025-06-17T02:36:14Z
25734,FY2024Q4,Wine,Spain Wine,Spain Sparkling Wine,1092035,59218,2025-06-17T02:36:14Z
25735,FY2025Q1,Wine,Spain Wine,Spain Sparkling Wine,1164367,58894,2025-06-17T02:36:14Z
25736,FY2024Q1,Wine,Spain Wine,Spain White Wine,505384,32828,2025-06-17T02:36:14Z
25737,FY2024Q2,Wine,Spain Wine,Spain White Wine,524502,28593,2025-06-17T02:36:14Z
25738,FY2024Q3,Wine,Spain Wine,Spain White Wine,469132,31247,2025-06-17T02:36:14Z
25739,FY2024Q4,Wine,Spain Wine,Spain White Wine,411026,26563,2025-06-17T02:36:14Z
25740,FY2025Q1,Wine,Spain Wine,Spain White Wine,539014,34826,2025-06-17T02:36:14Z
25741,FY2024Q1,Wine,USA Wine,USA Fruit and Dessert Wine,871,24,2025-06-17T02:36:14Z
25742,FY2024Q2,Wine,USA Wine,USA Fruit and Dessert Wine,3813,96,2025-06-17T02:36:14Z
25743,FY2024Q3,Wine,USA Wine,USA Fruit and Dessert Wine,662,30,2025-06-17T02:36:14Z
25744,FY2024Q4,Wine,USA Wine,USA Fruit and Dessert Wine,503,22,2025-06-17T02:36:14Z
25745,FY2025Q1,Wine,USA Wine,USA Fruit and Dessert Wine,686,23,2025-06-17T02:36:14Z
25746,FY2024Q1,Wine,USA Wine,USA Red Wine,23415757,900719,2025-06-17T02:36:14Z
25747,FY2024Q2,Wine,USA Wine,USA Red Wine,22457981,960434,2025-06-17T02:36:14Z
25748,FY2024Q3,Wine,USA Wine,USA Red Wine,31162665,1279669,2025-06-17T02:36:14Z
25749,FY2024Q4,Wine,USA Wine,USA Red Wine,19863931,868481,2025-06-17T02:36:14Z
25750,FY2025Q1,Wine,USA Wine,USA Red Wine,21990286,866912,2025-06-17T02:36:14Z
25751,FY2024Q1,Wine,USA Wine,USA Rose Wine,1267863,90243,2025-06-17T02:36:14Z
25752,FY2024Q2,Wine,USA Wine,USA Rose Wine,1188933,82498,2025-06-17T02:36:14Z
25753,FY2024Q3,Wine,USA Wine,USA Rose Wine,873890,72960,2025-06-17T02:36:14Z
25754,FY2024Q4,Wine,USA Wine,USA Rose Wine,781039,64382,2025-06-17T02:36:14Z
25755,FY2025Q1,Wine,USA Wine,USA Rose Wine,855410,63732,2025-06-17T02:36:14Z
25756,FY2024Q1,Wine,USA Wine,USA Sparkling Wine,175506,6165,2025-06-17T02:36:14Z
25757,FY2024Q2,Wine,USA Wine,USA Sparkling Wine,153019,5702,2025-06-17T02:36:14Z
25758,FY2024Q3,Wine,USA Wine,USA Sparkling Wine,209722,8120,2025-06-17T02:36:14Z
25759,FY2024Q4,Wine,USA Wine,USA Sparkling Wine,124984,5330,2025-06-17T02:36:14Z
25760,FY2025Q1,Wine,USA Wine,USA Sparkling Wine,148985,7273,2025-06-17T02:36:14Z
